can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,pos_id,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team_id,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90,position,team,now_cost_m,display_name,name_key
True,True,,,198869,0,0,0,0,0,2,4.3,3.8,0,Benjamin,0.0,11,False,,,55,198869.jpg,0.0,False,White,0.8,False,,a,1,3,0,715,715,578,578,0.0,0.0,White,241.0,2021-07-30,1997-10-08,False,p198869,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,514,208,515,208,512,206,515,208,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,140,15,544,207,544,207,200,73,0.0,0.0,0.0,DEF,Arsenal,5.5,White,white
True,True,,,206325,0,0,0,0,0,2,3.6,3.1,0,Oleksandr,0.0,12,False,,,50,206325.jpg,0.0,False,Zinchenko,0.4,False,,a,1,3,0,807,807,540,540,0.0,0.0,Zinchenko,225.0,2022-07-22,1996-12-15,False,p206325,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,391,178,391,178,388,176,392,178,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,256,38,439,180,439,180,276,102,0.0,0.0,0.0,DEF,Arsenal,5.0,Zinchenko,zinchenko
True,True,,,563324,0,0,0,0,0,2,2.0,1.5,0,Brayden,0.0,13,False,,,40,563324.jpg,0.0,False,Clarke,0.6,False,,a,1,3,0,848,848,620,620,0.0,0.0,Clarke,,,,False,p563324,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,133,74,132,74,124,69,134,74,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,666,210,216,96,216,96,232,85,0.0,0.0,0.0,DEF,Arsenal,4.0,Clarke,clarke
True,True,,,588793,0,0,0,0,0,2,2.0,1.5,0,Maldini,0.0,14,False,,,40,588793.jpg,0.0,False,Kacurri,0.2,False,,a,1,3,0,181,181,241,241,0.0,0.0,Kacurri,,,,False,p588793,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,143,81,142,81,134,76,144,81,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,676,217,226,103,226,103,397,150,0.0,0.0,0.0,DEF,Arsenal,4.0,Kacurri,kacurri
True,True,,,499167,0,0,0,0,0,2,2.0,1.5,0,Josh,0.0,15,False,,,40,499167.jpg,0.0,False,Nichols,0.2,False,,a,1,3,0,179,179,233,233,0.0,0.0,Nichols,241.0,2024-07-24,2006-07-26,False,p499167,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,108,54,107,54,99,49,109,54,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,641,190,193,78,193,78,391,146,0.0,0.0,0.0,DEF,Arsenal,4.0,Nichols,nichols
True,True,,,223340,0,0,0,0,0,3,4.0,3.5,0,Bukayo,0.0,16,False,,,100,223340.jpg,0.0,False,Saka,17.0,False,,a,1,3,0,8351,8351,4262,4262,0.0,0.0,Saka,241.0,2018-11-28,2001-09-05,False,p223340,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,684,305,684,305,684,305,684,305,1.0,,4.0,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,5,3,684,305,684,305,26,7,0.0,0.0,0.0,MID,Arsenal,10.0,Saka,saka
True,True,,,184029,0,0,0,0,0,3,3.6,3.1,0,Martin,0.0,17,False,,,80,184029.jpg,0.0,False,Ødegaard,3.4,False,,a,1,3,0,3059,3059,3164,3164,0.0,0.0,Ødegaard,161.0,2021-08-20,1998-12-17,False,p184029,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,674,297,674,297,674,297,674,297,3.0,,2.0,,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,14,8,675,297,675,297,89,30,0.0,0.0,0.0,MID,Arsenal,8.0,Ødegaard,ødegaard
True,True,,,248857,0,0,0,0,0,3,3.3,2.8,0,Noni,0.0,18,False,,,70,248857.jpg,0.0,False,Madueke,1.2,False,,a,1,3,0,819,819,1551,1551,0.0,0.0,Madueke,241.0,2025-07-18,2002-03-10,False,p248857,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,657,289,658,289,658,289,658,289,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,37,24,662,291,662,291,165,57,0.0,0.0,0.0,MID,Arsenal,7.0,Madueke,madueke
True,True,,,444145,0,0,0,0,0,3,3.3,2.8,0,Gabriel,0.0,19,False,,,70,444145.jpg,0.0,False,Martinelli Silva,1.5,False,,a,1,3,0,1119,1119,1560,1560,0.0,0.0,Martinelli,30.0,2019-07-15,2001-06-18,False,p444145,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,659,290,659,290,659,290,659,290,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,40,26,663,292,663,292,149,51,0.0,0.0,0.0,MID,Arsenal,7.0,Martinelli,martinelli
True,True,75.0,75.0,116216,0,0,0,0,0,3,2.5,2.1,0,Leandro,0.0,20,False,Groin Injury - 75% chance of playing,2025-08-10T18:00:05.270079Z,70,116216.jpg,0.0,False,Trossard,0.4,False,,d,1,3,0,46,46,1222,1222,0.0,0.0,Trossard,21.0,2023-01-20,1994-12-04,False,p116216,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,650,282,651,282,651,282,651,282,,,,,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,30,17,657,286,657,286,273,88,0.0,0.0,0.0,MID,Arsenal,7.0,Trossard,trossard
True,True,,,204480,0,0,0,0,0,3,3.2,2.7,0,Declan,0.0,21,False,,,65,204480.jpg,0.0,False,Rice,7.8,False,,a,1,3,0,5603,5603,6109,6109,0.0,0.0,Rice,241.0,2023-07-15,1999-01-14,False,p204480,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,626,265,627,265,627,265,627,265,2.0,,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,52,36,637,272,637,272,54,16,0.0,0.0,0.0,MID,Arsenal,6.5,Rice,rice
True,True,,,195384,0,0,0,0,0,3,3.1,2.6,0,Mikel,0.0,22,False,,,60,195384.jpg,0.0,False,Merino Zazón,0.7,False,,a,1,3,0,945,945,1170,1170,0.0,0.0,Merino,200.0,2024-08-27,1996-06-22,False,p195384,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,595,244,596,244,595,244,596,244,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,91,63,612,257,612,257,220,72,0.0,0.0,0.0,MID,Arsenal,6.0,Merino,merino
True,True,,,438098,0,0,0,0,0,3,3.0,2.5,0,Fábio,0.0,23,False,,,55,438098.jpg,0.0,False,Ferreira Vieira,0.0,False,,a,1,3,0,92,92,112,112,0.0,0.0,Fábio Vieira,173.0,2022-06-21,2000-05-30,False,p438098,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,542,211,543,211,542,211,543,211,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,171,111,569,231,569,231,577,226,0.0,0.0,0.0,MID,Arsenal,5.5,Fábio Vieira,fábio vieira
True,True,,,128295,0,0,0,0,0,3,3.0,2.5,0,Christian,0.0,24,False,,,55,128295.jpg,0.0,False,Nørgaard,0.7,False,,a,1,3,0,361,361,704,704,0.0,0.0,Nørgaard,58.0,2025-07-10,1994-03-10,False,p128295,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,501,184,502,184,499,183,502,184,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,127,82,532,208,532,208,221,73,0.0,0.0,0.0,MID,Arsenal,5.5,Nørgaard,nørgaard
True,True,,,499175,0,0,0,0,0,3,3.0,2.5,0,Ethan,0.0,25,False,,,55,499175.jpg,0.0,False,Nwaneri,0.3,False,,a,1,3,0,428,428,635,635,0.0,0.0,Nwaneri,241.0,2022-09-17,2007-03-21,False,p499175,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,565,223,566,223,565,223,566,223,4.0,,3.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,194,123,590,242,590,242,307,99,0.0,0.0,0.0,MID,Arsenal,5.5,Nwaneri,nwaneri
True,True,,,481655,0,0,0,0,0,3,3.0,2.5,0,Martín,0.0,26,False,,,55,481655.jpg,0.0,False,Zubimendi Ibáñez,2.2,False,,a,1,3,0,2588,2588,2364,2364,0.0,0.0,Zubimendi,200.0,2025-07-06,1999-02-02,False,p481655,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,558,220,559,220,558,220,559,220,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,187,120,583,239,583,239,116,38,0.0,0.0,0.0,MID,Arsenal,5.5,Zubimendi,zubimendi
True,True,,,200641,0,0,0,0,0,3,2.5,2.0,0,Reiss,0.0,27,False,,,50,200641.jpg,0.0,False,Nelson,0.1,False,,a,1,3,0,305,305,336,336,0.0,0.0,Nelson,241.0,2017-07-12,1999-12-10,False,p200641,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,387,113,387,113,384,112,388,113,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,251,158,435,150,435,150,445,145,0.0,0.0,0.0,MID,Arsenal,5.0,Nelson,nelson
True,True,,,588796,0,0,0,0,0,3,2.0,1.5,0,Ismeal,0.0,28,False,,,45,588796.jpg,0.0,False,Kabia,0.3,False,,a,1,3,0,476,476,498,498,0.0,0.0,Kabia,152.0,2024-09-14,2005-12-10,False,p588796,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,330,80,330,80,325,78,331,80,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,538,293,389,122,389,122,315,104,0.0,0.0,0.0,MID,Arsenal,4.5,Kabia,kabia
True,True,,,437742,0,0,0,0,0,3,2.0,1.5,0,Albert,0.0,29,False,,,45,437742.jpg,0.0,False,Sambi Lokonga,0.1,False,,a,1,3,0,213,213,243,243,0.0,0.0,Sambi,21.0,2021-07-19,1999-10-22,False,p437742,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,228,22,227,22,221,20,229,22,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,434,235,297,66,297,66,442,143,0.0,0.0,0.0,MID,Arsenal,4.5,Sambi,sambi
True,True,,,219847,0,0,0,0,0,4,3.4,2.9,0,Kai,0.0,30,False,,,75,219847.jpg,0.0,False,Havertz,1.3,False,,a,1,3,0,1806,1806,1788,1788,0.0,0.0,Havertz,80.0,2023-06-28,1999-06-11,False,p219847,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,666,65,666,65,666,65,666,65,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,22,10,669,67,669,67,157,28,0.0,0.0,0.0,FWD,Arsenal,7.5,Havertz,havertz
True,True,0.0,0.0,205651,0,0,0,0,0,4,0.0,0.0,0,Gabriel,0.0,31,False,Knee injury - Unknown return date,2025-07-21T10:00:04.697564Z,65,205651.jpg,0.0,False,Fernando de Jesus,0.0,False,,i,1,3,0,68,68,185,185,0.0,0.0,G.Jesus,30.0,2022-07-04,1997-04-03,False,p205651,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,627,54,628,55,628,55,628,55,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,53,17,638,58,638,58,570,69,0.0,0.0,0.0,FWD,Arsenal,6.5,G.Jesus,g.jesus
True,True,,,500040,0,0,0,0,0,2,4.3,3.8,0,Cristhian,0.0,662,False,,,55,500040.jpg,0.0,False,Mosquera,0.1,False,,a,1,3,0,89,89,144,144,0.0,0.0,Mosquera,200.0,2025-07-24,2004-06-27,False,p500040,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,566,221,567,221,566,220,567,221,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,195,29,591,219,591,219,448,173,0.0,0.0,0.0,DEF,Arsenal,5.5,Mosquera,mosquera
True,True,,,224117,0,0,0,0,0,4,3.8,3.3,0,Viktor,0.0,666,False,,,90,224117.jpg,0.0,False,Gyökeres,26.3,False,,a,1,3,0,29885,29885,10181,10181,0.0,0.0,Gyökeres,206.0,2025-07-26,1998-06-04,False,p224117,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,683,71,683,71,683,71,683,71,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,8,4,683,71,683,71,9,3,0.0,0.0,0.0,FWD,Arsenal,9.0,Gyökeres,gyökeres
True,True,0.0,0.0,98980,0,0,0,0,0,1,0.0,0.0,0,Emiliano,0.0,32,False,Suspended until 23 Aug,2025-07-21T10:00:04.758838Z,50,98980.jpg,0.0,False,Martínez Romero,0.5,False,,s,2,7,0,446,446,1088,1088,0.0,0.0,Martinez,10.0,2020-09-16,1992-09-02,False,p98980,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,364,70,364,69,359,69,365,70,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,225,9,416,71,416,71,244,33,0.0,0.0,0.0,GK,Aston Villa,5.0,Martinez,martinez
True,True,,,72147,0,0,0,0,0,1,2.3,1.8,7,Marco,7.0,33,False,,,45,72147.jpg,7.0,False,Bizot,0.4,False,,a,2,7,7,1406,1406,476,476,1.6,1.6,M.Bizot,152.0,2025-07-15,1991-03-10,False,p72147,90,0,0,1,0,0,0,0,0,0,3,0,29,0.0,0.0,0.0,0.0,1,12,0,0,1,0.00,0.00,0.00,1.47,160,50,159,48,151,48,161,50,,,,,,,0.0,3.0,0.0,0.0,1.47,0.0,363,19,7,1,7,1,267,37,1.0,1.0,0.0,GK,Aston Villa,4.5,M.Bizot,m.bizot
True,False,0.0,0.0,462492,0,0,0,0,0,1,0.0,0.0,0,Joe,0.0,34,False,Has joined Port Vale on loan for the rest of the season.,2025-08-12T07:40:37.843391Z,40,462492.jpg,0.0,False,Gauci,0.3,False,,u,2,7,0,0,0,964,964,0.0,0.0,Gauci,13.0,2024-02-01,2000-07-04,False,p462492,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,87,30,86,28,77,28,88,30,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,619,63,175,37,175,37,319,47,0.0,0.0,0.0,GK,Aston Villa,4.0,Gauci,gauci
True,False,0.0,0.0,462381,0,0,0,0,0,1,0.0,0.0,0,Filip,0.0,35,False,Has joined Stevenage permanently.,2025-07-30T14:08:21.698398Z,40,462381.jpg,0.0,False,Marschall,0.0,False,,u,2,7,0,0,0,79,79,0.0,0.0,Marschall,241.0,2021-12-13,2003-04-24,False,p462381,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,86,29,85,27,76,27,87,29,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,618,62,174,36,174,36,643,75,0.0,0.0,0.0,GK,Aston Villa,4.0,Marschall,marschall
True,True,,,199796,0,0,0,0,1,2,1.9,1.4,8,Matty,8.0,36,True,,,45,199796.jpg,8.0,False,Cash,2.1,False,,a,2,7,8,8754,8754,910,910,1.8,1.8,Cash,172.0,2020-09-03,1997-08-07,False,p199796,90,0,0,1,0,0,0,0,0,0,0,0,25,0.0,0.0,0.0,0.0,9,2,2,11,1,0.00,0.00,0.00,1.47,191,117,190,117,182,112,192,117,,,,,,,0.0,0.0,0.0,0.0,1.47,0.0,394,88,3,1,3,1,122,42,1.0,1.0,11.0,DEF,Aston Villa,4.5,Cash,cash
True,True,,,101188,0,0,0,0,0,2,1.9,1.4,6,Lucas,6.0,37,False,,,45,101188.jpg,6.0,False,Digne,1.9,False,,a,2,7,6,2468,2468,545,545,1.3,1.3,Digne,73.0,2022-01-13,1993-07-20,False,p101188,90,0,0,1,0,0,0,0,0,0,0,0,22,0.0,0.0,0.0,0.0,5,3,2,7,1,0.00,0.02,0.02,1.47,166,99,165,99,157,94,167,99,7.0,,2.0,,,,0.0,0.0,0.02,0.02,1.47,0.0,369,70,10,4,10,4,132,45,1.0,1.0,7.0,DEF,Aston Villa,4.5,Digne,digne
True,True,,,199798,0,0,0,0,0,2,1.9,1.4,3,Ezri,3.0,38,False,,,45,199798.jpg,3.0,False,Konsa Ngoyo,22.8,False,,a,2,7,3,11353,11353,18712,18712,0.7,0.7,Konsa,241.0,2019-07-11,1997-10-23,False,p199798,65,0,0,1,0,0,0,0,0,1,0,0,15,0.0,0.0,0.0,0.0,3,1,1,4,1,0.00,0.01,0.01,1.16,192,118,191,118,183,113,193,118,,,,,,,0.0,0.0,0.01,0.01,1.61,0.0,395,89,26,9,26,9,15,5,1.38,1.38,5.54,DEF,Aston Villa,4.5,Konsa,konsa
True,True,,,441302,0,0,0,0,0,2,1.9,1.4,0,Ian,0.0,39,False,,,45,441302.jpg,0.0,False,Maatsen,0.9,False,,a,2,7,0,910,910,969,969,0.0,0.0,Maatsen,152.0,2024-06-28,2002-03-10,False,p441302,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,233,145,232,145,226,141,234,145,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,439,118,302,154,302,154,184,67,0.0,0.0,0.0,DEF,Aston Villa,4.5,Maatsen,maatsen
True,True,,,149484,0,0,0,0,1,2,1.9,1.4,6,Tyrone,6.0,40,True,,,45,149484.jpg,6.0,False,Mings,0.9,False,,a,2,7,6,3544,3544,512,512,1.3,1.3,Mings,241.0,2019-07-08,1993-03-13,False,p149484,90,0,0,1,0,0,0,0,0,0,0,0,25,0.0,0.0,0.0,0.0,5,2,0,5,1,0.00,0.00,0.00,1.47,179,109,178,109,170,104,180,109,,,,,,,0.0,0.0,0.0,0.0,1.47,0.0,382,80,11,5,11,5,189,69,1.0,1.0,5.0,DEF,Aston Villa,4.5,Mings,mings
